peak,psr,pnr,ratio_peak_to_median,periodic_sum,fwhm,w_peak_80,w_mean_80,w_std_80,w_energy_80,sharpness_80,w_peak_160,w_mean_160,w_std_160,w_energy_160,sharpness_160,label
0.008802,1.067706,6.527688,6.527688,0.939067,2.0,0.008802,0.002277,0.001896,0.000702,3.439428,0.008802,0.002012,0.001692,0.001106,4.011498,0.0
0.01173,1.058443,8.113966,8.113966,1.358937,3.0,0.01173,0.002788,0.002853,0.001273,3.132799,0.01173,0.002168,0.002257,0.001567,4.234393,1.0
0.0126157448404241,1.0203033815147045,9.036193460813138,9.036193460813138,1.147148871569223,2.0,0.0126157448404241,0.0022570718338622,0.002258191265491,0.0008155040843803,4.585124404821316,0.0126157448404241,0.0019498563039142,0.0018425407380125,0.001151503356344,5.785545345750449,1.0
0.020144,1.034557,14.604197,14.604197,1.053702,3.0,0.020144,0.004605,0.004485,0.003306,3.464159,0.020144,0.003244,0.003662,0.00383,4.613709,1.0
0.010317,1.107259,7.611408,7.611408,1.308168,2.0,0.010317,0.002637,0.002293,0.000977,3.347828,0.010317,0.002292,0.001867,0.001398,4.296099,0.0
0.017961,1.089685,12.626142,12.626142,0.99247,3.0,0.017961,0.00335,0.003708,0.001998,3.939553,0.017961,0.002968,0.00292,0.002774,5.132666,1.0
0.009732,1.040133,7.256494,7.256494,1.267803,2.0,0.009732,0.002448,0.001948,0.000783,3.737158,0.009732,0.002048,0.001583,0.001072,4.85097,0.0
0.019507,1.02614,12.757222,12.757222,1.13181,2.0,0.019507,0.003853,0.003606,0.002228,4.340325,0.019507,0.003084,0.003062,0.003021,5.362561,1.0
0.009884,1.133162,7.385063,7.385063,0.950897,2.0,0.009884,0.00195,0.001744,0.000547,4.547815,0.009884,0.001646,0.001481,0.000784,5.560509,0.0
0.017242,1.068166,11.328777,11.328777,1.020928,2.0,0.017242,0.003313,0.003198,0.001696,4.354093,0.017242,0.002918,0.00251,0.00237,5.703707,1.0
0.009642,1.015584,7.161777,7.161777,1.22824,2.0,0.009642,0.002795,0.002067,0.000967,3.311476,0.009642,0.002586,0.001809,0.001593,3.897711,0.0
0.01236,1.048632,8.53891,8.53891,1.206068,4.0,0.01236,0.003216,0.002794,0.001452,3.271459,0.01236,0.00268,0.002317,0.002009,4.175103,1.0
0.012403,1.007862,8.531545,8.531545,1.113093,2.0,0.012403,0.002946,0.002831,0.001336,3.339327,0.012403,0.002397,0.00228,0.001751,4.386159,1.0
0.010262,1.03906,7.584156,7.584156,1.031627,2.0,0.010262,0.002018,0.001883,0.000609,4.376001,0.010262,0.00166,0.001541,0.000821,5.576702,0.0
0.014367,1.058128,9.36772,9.36772,1.346109,3.0,0.014367,0.00427,0.003513,0.002446,2.873273,0.014367,0.003297,0.002979,0.003159,3.714689,1.0
0.010881,1.023909,7.351479,7.351479,1.710627,2.0,0.010881,0.00217,0.002239,0.000778,3.889394,0.010881,0.002015,0.001916,0.001237,4.624502,0.0
0.00878,1.056485,6.565611,6.565611,1.136773,3.0,0.00878,0.002315,0.002044,0.000763,3.161382,0.00878,0.001929,0.001753,0.001087,3.906001,0.0
0.009248,1.217621,6.883035,6.883035,0.961668,2.0,0.009248,0.002017,0.001775,0.000578,4.070392,0.009248,0.001698,0.001534,0.000838,4.918794,0.0
0.011009,1.019815,7.202789,7.202789,1.091503,2.0,0.011009,0.002471,0.002282,0.000905,3.739882,0.011009,0.002226,0.00199,0.001426,4.412368,0.0
0.009427,1.007184,7.002378,7.002378,1.983549,3.0,0.009427,0.002754,0.001976,0.000919,3.374948,0.009427,0.002387,0.001868,0.00147,3.767252,0.0
0.016441,1.055389,12.029087,12.029087,1.177473,3.0,0.016441,0.004235,0.004356,0.002953,2.801284,0.016441,0.003502,0.003525,0.003951,3.669625,1.0
0.017358,1.193129,12.643359,12.643359,1.135826,4.0,0.017358,0.004928,0.003466,0.002904,3.584588,0.017358,0.003607,0.002987,0.003509,4.602352,1.0
0.009301,1.001335,7.033496,7.033496,1.675551,2.0,0.009301,0.002428,0.001798,0.00073,3.820658,0.009301,0.00204,0.001612,0.001082,4.502771,0.0
0.01095,1.055124,7.792613,7.792613,1.493871,2.0,0.01095,0.00254,0.002557,0.001039,3.28752,0.01095,0.002282,0.002099,0.001538,4.12765,0.0
0.016553,1.040601,11.587522,11.587522,1.055471,2.0,0.016553,0.003525,0.003228,0.001827,4.034785,0.016553,0.002848,0.00278,0.002535,4.92735,1.0
0.0108101635883488,1.2093261519480207,8.027357418057928,8.027357418057928,0.7762571981241462,2.0,0.0108101635883488,0.002118279384212,0.0018190969870462,0.0006236977118286,4.775506066982981,0.0108101635883488,0.0019995813896447,0.0015568152490575,0.0010275199125618,5.655729846035508,1.0
0.011425,1.100192,7.683866,7.683866,1.324913,3.0,0.011425,0.003398,0.002952,0.001621,2.71838,0.011425,0.002827,0.002472,0.002256,3.476811,1.0
0.00911,1.06831,6.789236,6.789236,1.496053,2.0,0.00911,0.001897,0.002029,0.000617,3.553513,0.00911,0.001602,0.001653,0.000848,4.540666,0.0
0.009874,1.117461,7.370612,7.370612,1.072662,2.0,0.009874,0.002088,0.001714,0.000584,4.538563,0.009874,0.001882,0.001484,0.000919,5.38024,0.0
0.012547,1.004045,8.510449,8.510449,1.640693,2.0,0.012547,0.002874,0.002599,0.001201,3.719817,0.012547,0.002663,0.002217,0.001921,4.457171,0.0
0.013633,1.027096,9.304048,9.304048,1.568791,2.0,0.013633,0.003234,0.002947,0.001532,3.527217,0.013633,0.002643,0.002486,0.002107,4.418939,1.0
0.0111496208845171,1.097149157154023,8.1392296300055,8.1392296300055,1.2478966220989571,3.0,0.0111496208845171,0.0038599047376776,0.0028992218525804,0.001864348154754,2.513502937836832,0.0111496208845171,0.0030058904488996,0.0024637143267938,0.0024168425079736,3.3041275198051325,1.0
0.009408,1.022884,7.000522,7.000522,1.224796,2.0,0.009408,0.001929,0.001804,0.000558,4.143473,0.009408,0.001629,0.001445,0.000759,5.381206,0.0
0.012719387514668,1.0922999044338253,8.909512681196412,8.909512681196412,1.4418362086182632,2.0,0.012719387514668,0.0026723420067606,0.0021235173543005,0.000932059020409,4.729095522599421,0.012719387514668,0.0023543868241826,0.0017666842116054,0.0013862896674273,5.863604269606254,1.0
0.016881,1.129911,10.560419,10.560419,1.024637,2.0,0.016881,0.004044,0.003509,0.002293,3.657271,0.016881,0.00308,0.002977,0.002936,4.634104,1.0
0.023591,1.098659,14.068333,14.068333,0.983301,2.0,0.023591,0.005189,0.005181,0.004301,3.551465,0.023591,0.004189,0.004152,0.005566,4.672276,1.0
0.011063,1.105892,6.812999,6.812999,1.493526,2.0,0.011063,0.002554,0.002279,0.000937,3.731708,0.011063,0.001969,0.001876,0.001183,4.846372,0.0
0.009638,1.041123,7.146522,7.146522,1.325908,2.0,0.009638,0.002476,0.002335,0.000927,3.066176,0.009638,0.001907,0.001905,0.001163,4.056351,0.0
0.0107,1.15461,6.815651,6.815651,1.530184,3.0,0.0107,0.002873,0.00215,0.00103,3.638268,0.0107,0.002554,0.001887,0.001614,4.314122,0.0
0.019957,1.051889,12.564572,12.564572,1.254191,3.0,0.019957,0.004265,0.004492,0.003069,3.492815,0.019957,0.003394,0.003676,0.004005,4.504803,1.0
0.00962,1.115956,7.226491,7.226491,1.427855,3.0,0.00962,0.002373,0.002017,0.000776,3.591283,0.00962,0.002453,0.001839,0.001504,3.894446,0.0
0.011956,1.023209,8.44336,8.44336,1.191747,3.0,0.011956,0.003105,0.003045,0.001513,2.906362,0.011956,0.002707,0.002437,0.002123,3.793874,1.0
0.012371,1.12467,8.922174,8.922174,1.394705,3.0,0.012371,0.003298,0.002895,0.001541,3.132319,0.012371,0.002991,0.00264,0.002546,3.551727,1.0
0.014735,1.125942,10.535602,10.535602,1.266941,3.0,0.014735,0.003219,0.002983,0.00154,3.859791,0.014735,0.002666,0.002393,0.002053,5.042028,1.0
0.010244,1.095035,7.334539,7.334539,1.139786,2.0,0.010244,0.001544,0.001632,0.000404,5.327539,0.010244,0.00158,0.001503,0.000761,5.759599,0.0
0.015242,1.000508,10.846432,10.846432,1.044297,3.0,0.015242,0.003275,0.003228,0.001692,3.706256,0.015242,0.002349,0.002593,0.001958,4.971209,1.0
0.010353,1.0179,7.691173,7.691173,1.235663,2.0,0.010353,0.002878,0.002666,0.001231,2.802914,0.010353,0.002629,0.002279,0.001937,3.387994,1.0
0.02217,1.051453,16.30568,16.30568,1.172627,2.0,0.02217,0.004691,0.004231,0.003193,4.130207,0.02217,0.003379,0.003524,0.003814,5.330241,1.0
0.010011,1.066881,7.466936,7.466936,1.131196,2.0,0.010011,0.00194,0.002074,0.000645,3.889,0.010011,0.001763,0.001736,0.00098,4.747432,0.0
0.009374,1.10301,7.049834,7.049834,1.559978,2.0,0.009374,0.001976,0.001659,0.000533,4.457079,0.009374,0.001809,0.00146,0.000865,5.176613,0.0
0.01372,1.047893,9.359,9.359,1.275876,2.0,0.01372,0.004329,0.003603,0.002538,2.605408,0.01372,0.003428,0.003023,0.003342,3.403288,1.0
0.012655,1.093223,9.386173,9.386173,1.23369,3.0,0.012655,0.003181,0.002855,0.001462,3.317281,0.012655,0.002394,0.002399,0.001837,4.276141,1.0
0.009404,1.240654,6.953531,6.953531,1.252899,2.0,0.009404,0.001971,0.001765,0.00056,4.208768,0.009404,0.001748,0.001535,0.000866,4.983183,0.0
0.009142,1.07769,6.83012,6.83012,1.117562,2.0,0.009142,0.001986,0.00181,0.000578,3.951379,0.009142,0.001735,0.001556,0.000869,4.756054,0.0
0.019777,1.06205,14.269012,14.269012,1.180769,2.0,0.019777,0.005311,0.003773,0.003396,3.833265,0.019777,0.003951,0.00329,0.004229,4.80927,1.0
0.010837,1.263106,7.527288,7.527288,1.187075,2.0,0.010837,0.002527,0.002117,0.000869,3.923733,0.010837,0.002398,0.001788,0.001431,4.716888,0.0
0.028713,1.044048,20.710634,20.710634,1.057666,2.0,0.028713,0.004915,0.005346,0.004218,4.451038,0.028713,0.003542,0.004323,0.004997,5.821556,1.0
0.012869,1.048053,9.186531,9.186531,1.526207,3.0,0.012869,0.003201,0.002892,0.001489,3.341764,0.012869,0.00287,0.002556,0.002364,3.909992,1.0
0.010341,1.030769,7.740773,7.740773,1.333292,2.0,0.010341,0.002249,0.002143,0.000772,3.773671,0.010341,0.001683,0.001757,0.000947,4.925401,0.0
0.014655,1.114495,10.783721,10.783721,1.137732,3.0,0.014655,0.002896,0.003112,0.001446,3.777766,0.014655,0.002217,0.00248,0.00177,5.013179,1.0
0.011133,1.036413,8.174213,8.174213,1.234566,3.0,0.011133,0.003144,0.002091,0.001141,3.818348,0.011133,0.002723,0.001887,0.001756,4.454225,1.0
0.012231,1.033797,8.69538,8.69538,1.479301,2.0,0.012231,0.003225,0.002489,0.001328,3.616696,0.012231,0.002693,0.001983,0.00179,4.807015,1.0
0.013386,1.076663,9.506128,9.506128,1.098998,2.0,0.013386,0.002235,0.002428,0.000871,4.589799,0.013386,0.001911,0.001943,0.001189,5.901949,1.0
0.009815,1.063947,7.337217,7.337217,0.989609,2.0,0.009815,0.002041,0.001831,0.000601,4.242873,0.009815,0.001834,0.001457,0.000878,5.472902,0.0
0.013543,1.04772,9.780587,9.780587,1.154054,3.0,0.013543,0.003382,0.003457,0.001871,2.938453,0.013543,0.002804,0.002879,0.002584,3.728919,1.0
0.0121846314934955,1.0380354256864224,9.168708757696963,9.168708757696963,1.124322107853813,2.0,0.0121846314934955,0.0027352697852735,0.002500447285668,0.0010987149941308,3.777557801182405,0.0121846314934955,0.0023825734239131,0.0021186996306096,0.0016264870792132,4.624267480182108,1.0
0.009571,1.053883,7.144364,7.144364,1.411162,2.0,0.009571,0.002712,0.001974,0.0009,3.473272,0.009571,0.002139,0.001757,0.001226,4.226882,0.0
0.008906,1.01049,6.606596,6.606596,1.245526,2.0,0.008906,0.002193,0.001699,0.000616,3.948293,0.008906,0.001896,0.001476,0.000924,4.74574,0.0
0.009243,1.062302,6.913873,6.913873,1.244062,3.0,0.009243,0.002417,0.001776,0.00072,3.840986,0.009243,0.002025,0.001519,0.001026,4.748469,0.0
0.017339,1.126873,12.86134,12.86134,1.202257,3.0,0.017339,0.004193,0.004246,0.002849,3.095063,0.017339,0.00364,0.003408,0.003978,4.018678,1.0
0.022551,1.10656,13.938847,13.938847,0.986634,2.0,0.022551,0.003637,0.003928,0.002293,4.813918,0.022551,0.003078,0.0031,0.003054,6.278539,1.0
0.009284,1.30702,6.908498,6.908498,0.85831,2.0,0.009284,0.001876,0.001616,0.00049,4.581942,0.009284,0.001922,0.001445,0.000925,5.08988,0.0
0.022484,1.066633,16.17598,16.17598,1.168065,2.0,0.022484,0.004301,0.004489,0.003092,4.050053,0.022484,0.003353,0.003665,0.003948,5.217984,1.0
0.0106844491855075,1.0876336687788322,7.769518212025855,7.769518212025855,1.222833836740245,4.0,0.0106844491855075,0.0029006991714781,0.0024128798570217,0.0011388835910268,3.224580540488423,0.0106844491855075,0.0024185783262791,0.0019971779013949,0.0015741185104268,4.136704171063998,1.0
0.018809,1.142845,12.398182,12.398182,1.036589,2.0,0.018809,0.004288,0.003856,0.002661,3.764487,0.018809,0.003261,0.003232,0.003374,4.808461,1.0
0.012888,1.183787,9.128942,9.128942,0.934025,2.0,0.012888,0.00295,0.002483,0.00119,4.00011,0.012888,0.002567,0.002024,0.00171,5.095535,1.0
0.013007,1.068437,9.693551,9.693551,1.664655,3.0,0.013007,0.003278,0.003087,0.001622,3.150426,0.013007,0.002718,0.002593,0.002258,3.966879,1.0
0.009978,1.005958,7.4835,7.4835,1.238239,2.0,0.009978,0.002778,0.002291,0.001037,3.141098,0.009978,0.002206,0.001972,0.001401,3.938974,0.0
0.018932,1.112306,13.887181,13.887181,1.20674,2.0,0.018932,0.004189,0.003781,0.002547,3.898753,0.018932,0.003252,0.003178,0.003308,4.932092,1.0
0.02044,1.104078,15.109117,15.109117,0.945286,3.0,0.02044,0.004354,0.004346,0.003027,3.700634,0.02044,0.003578,0.003528,0.00404,4.778231,1.0
0.00866,1.017858,6.503945,6.503945,1.296639,2.0,0.00866,0.002324,0.001911,0.000724,3.31421,0.00866,0.001946,0.001629,0.001031,4.117941,0.0
0.009463,1.042349,6.940854,6.940854,0.763066,3.0,0.009463,0.002694,0.002118,0.000939,3.194322,0.009463,0.002866,0.001999,0.001954,3.297798,0.0
0.016842,1.059321,11.575658,11.575658,1.021749,3.0,0.016842,0.00385,0.003662,0.002259,3.546638,0.016842,0.003171,0.003031,0.003079,4.509002,1.0
0.020578,1.05439,15.004265,15.004265,1.208619,2.0,0.020578,0.004246,0.004009,0.002728,4.072553,0.020578,0.003435,0.003325,0.003656,5.15491,1.0
0.010104,1.104505,7.559072,7.559072,1.376933,3.0,0.010104,0.002381,0.002119,0.000813,3.642551,0.010104,0.00198,0.001762,0.001124,4.608238,0.0
0.009651,1.058132,7.056733,7.056733,1.204679,2.0,0.009651,0.002193,0.001863,0.000662,4.001542,0.009651,0.001881,0.001542,0.000947,5.034019,0.0
0.015998,1.018631,11.608897,11.608897,1.020774,2.0,0.015998,0.002626,0.003057,0.001299,4.372904,0.015998,0.00215,0.002462,0.00171,5.621628,1.0
0.011187,1.053059,8.026984,8.026984,1.196025,3.0,0.011187,0.002868,0.002928,0.001344,2.840178,0.011187,0.002395,0.002342,0.001795,3.752796,1.0
0.016075,1.056708,10.801467,10.801467,1.033139,2.0,0.016075,0.003625,0.003104,0.001822,4.009085,0.016075,0.003126,0.002618,0.00266,4.944016,1.0
0.010289,1.07279,7.714777,7.714777,1.029432,2.0,0.010289,0.001714,0.001907,0.000526,4.493279,0.010289,0.001606,0.001611,0.000828,5.385493,0.0
0.009161,1.253234,6.871197,6.871197,0.881637,2.0,0.009161,0.002232,0.001624,0.00061,4.263426,0.009161,0.001857,0.001387,0.00086,5.26315,0.0
0.0134992369256354,1.0372685276631088,10.171548854004218,10.171548854004218,1.286548791780852,2.0,0.0134992369256354,0.002622535461145,0.0029090472895369,0.001227219870218,3.7376373585396254,0.0134992369256354,0.0024081268195543,0.0026000767119948,0.0020095157899704,4.264045752643307,1.0
0.018606,1.029396,11.893387,11.893387,1.55528,3.0,0.018606,0.005475,0.004016,0.003688,3.269236,0.018606,0.004128,0.003475,0.004659,4.164974,1.0
0.010856,1.02469,7.312886,7.312886,1.196732,2.0,0.010856,0.002702,0.002243,0.000986,3.634022,0.010856,0.002429,0.0021,0.001649,4.010951,0.0
0.015212,1.070906,10.574144,10.574144,1.096765,2.0,0.015212,0.003318,0.002914,0.00156,4.080376,0.015212,0.00268,0.002448,0.002107,5.118413,1.0
0.012563,1.347639,8.041916,8.041916,1.104077,2.0,0.012563,0.002122,0.00204,0.000693,5.114041,0.012563,0.001941,0.00175,0.001093,6.06725,0.0
0.01089,1.204437,8.111253,8.111253,1.033633,2.0,0.01089,0.002587,0.002068,0.000878,4.012806,0.01089,0.002082,0.00169,0.00115,5.20914,0.0
0.009987,1.054085,7.48305,7.48305,1.181384,2.0,0.009987,0.00222,0.002226,0.00079,3.488281,0.009987,0.002123,0.001826,0.001254,4.30499,0.0
0.016184,1.065413,11.878705,11.878705,1.092459,3.0,0.016184,0.002707,0.003185,0.001398,4.23006,0.016184,0.002348,0.002576,0.001943,5.369978,1.0
0.011086,1.103944,8.306523,8.306523,1.330867,2.0,0.011086,0.002146,0.002064,0.000709,4.328976,0.011086,0.002145,0.001861,0.00129,4.802401,0.0
0.00954,1.001619,7.148672,7.148672,0.924342,2.0,0.00954,0.001888,0.001894,0.000572,4.037759,0.00954,0.001404,0.001501,0.000676,5.41669,0.0
0.010053,1.01563,7.575157,7.575157,1.394162,2.0,0.010053,0.002225,0.001981,0.00071,3.950293,0.010053,0.001967,0.001784,0.001128,4.53109,0.0
0.016473,1.198858,11.523424,11.523424,2.442927,2.0,0.016473,0.006483,0.003817,0.004528,2.616741,0.016473,0.006542,0.003711,0.009052,2.675193,0.0
0.0125452986183657,1.0056425983732675,9.245800977080355,9.245800977080355,1.6683254850966989,2.0,0.0125452986183657,0.0020735677506708,0.0025626574851835,0.0008693517282391,4.0846840610398685,0.0125452986183657,0.0019565822285893,0.0021610733561641,0.0013597523308726,4.897482483463147,1.0
0.014428,1.076444,10.125938,10.125938,1.000109,4.0,0.014428,0.004441,0.003649,0.002643,2.736484,0.014428,0.003648,0.003178,0.003745,3.39143,1.0
0.009267,1.03633,6.941095,6.941095,1.299454,2.0,0.009267,0.002151,0.001798,0.000629,3.956631,0.009267,0.001968,0.001543,0.001001,4.727087,0.0
0.0104893749782911,1.1368500118967624,7.578760905447409,7.578760905447409,1.3368789515322177,3.0,0.0104893749782911,0.0022889055628181,0.0021171198233558,0.0007777028017557,3.871579560820349,0.0104893749782911,0.001865387956249,0.0016971179531059,0.0010175810518517,5.078555942635344,1.0
0.019844,1.062976,13.282909,13.282909,1.421903,2.0,0.019844,0.003792,0.004173,0.002543,3.846102,0.019844,0.003272,0.003374,0.003535,4.910137,1.0
0.014449,1.037303,9.884424,9.884424,1.194951,2.0,0.014449,0.003226,0.003044,0.001574,3.685668,0.014449,0.0028,0.002641,0.00237,4.408582,1.0
0.010105,1.103311,7.617174,7.617174,1.133768,2.0,0.010105,0.001825,0.001931,0.000565,4.284604,0.010105,0.001735,0.001689,0.000938,4.951321,0.0
0.009472,1.035407,7.079019,7.079019,0.998799,2.0,0.009472,0.003114,0.002463,0.001261,2.580679,0.009472,0.002972,0.002203,0.00219,2.948548,0.0
0.011453,1.078635,7.904881,7.904881,1.143712,2.0,0.011453,0.002772,0.002341,0.001053,3.707792,0.011453,0.002472,0.001938,0.001578,4.631762,1.0
0.016851,1.080419,10.235634,10.235634,0.860765,3.0,0.016851,0.004453,0.004235,0.003021,2.92665,0.016851,0.003514,0.003437,0.003865,3.879722,1.0
0.020734,1.057173,13.554542,13.554542,1.282657,3.0,0.020734,0.004981,0.004313,0.003473,3.651719,0.020734,0.003923,0.003604,0.004541,4.663311,1.0
0.009184,1.019668,6.850901,6.850901,2.103986,2.0,0.009184,0.001855,0.001838,0.000546,3.985835,0.009184,0.001962,0.001857,0.001168,3.886197,0.0
0.010105,1.009225,7.548953,7.548953,1.021092,2.0,0.010105,0.00216,0.001938,0.000674,4.096568,0.010105,0.001984,0.001631,0.001055,4.977341,0.0
0.010852,1.055308,8.041496,8.041496,1.046019,2.0,0.010852,0.001725,0.001991,0.000555,4.58283,0.010852,0.001388,0.001584,0.00071,5.969452,0.0
0.010197927808334,1.1292278069620432,7.601465691454906,7.601465691454906,1.1468577420071968,2.0,0.010197927808334,0.0021432260089739,0.0019864814132691,0.0006831620904644,4.052718050887855,0.010197927808334,0.0021037831974745,0.0017035565177119,0.0011724813681624,4.74853401852843,1.0
0.012025,1.077684,8.843334,8.843334,0.992235,3.0,0.012025,0.002825,0.002639,0.001196,3.484845,0.012025,0.002592,0.002196,0.001847,4.292861,1.0
0.009652,1.117557,7.218883,7.218883,1.247459,2.0,0.009652,0.002217,0.002041,0.000727,3.640511,0.009652,0.002346,0.001802,0.001401,4.051092,0.0
0.016363,1.148808,11.619107,11.619107,1.036455,3.0,0.016363,0.003245,0.003453,0.001796,3.797642,0.016363,0.002966,0.002827,0.002686,4.737946,1.0
0.014919,1.04003,10.494888,10.494888,0.878712,2.0,0.014919,0.003497,0.003255,0.001826,3.507992,0.014919,0.003027,0.002804,0.002724,4.239237,1.0
0.018649,1.028537,12.165835,12.165835,1.028417,3.0,0.018649,0.004116,0.00402,0.002648,3.613883,0.018649,0.003184,0.003237,0.003299,4.776016,0.0
0.009896,1.087535,6.970957,6.970957,1.297053,2.0,0.009896,0.001629,0.00192,0.000507,4.303282,0.009896,0.001357,0.001506,0.000658,5.666054,0.0
0.018487,1.000115,13.411189,13.411189,1.108334,3.0,0.018487,0.004763,0.005187,0.003967,2.645471,0.018487,0.003857,0.004226,0.005237,3.461509,1.0
0.021848,1.073667,15.237282,15.237282,1.051461,2.0,0.021848,0.004298,0.00407,0.002803,4.310458,0.021848,0.003427,0.003282,0.003603,5.611372,1.0
0.011813,1.04701,8.161501,8.161501,1.410415,3.0,0.011813,0.003396,0.002914,0.001602,2.887688,0.011813,0.002793,0.00251,0.002256,3.592688,1.0
0.016271,1.084074,11.485724,11.485724,1.155358,3.0,0.016271,0.003973,0.004625,0.002974,2.658323,0.016271,0.003306,0.003674,0.003909,3.527248,1.0
0.011653,1.167324,8.37765,8.37765,1.028388,2.0,0.011653,0.002722,0.002644,0.001152,3.376766,0.011653,0.002309,0.00214,0.001585,4.365009,1.0
0.008825,1.257975,6.54502,6.54502,1.000994,3.0,0.008825,0.002146,0.001646,0.000585,4.05508,0.008825,0.00209,0.00153,0.001073,4.399527,0.0
0.018134,1.030304,12.273853,12.273853,1.045702,3.0,0.018134,0.00301,0.003469,0.001688,4.358241,0.018134,0.002389,0.002719,0.002096,5.789144,1.0
0.010812,1.125896,8.110816,8.110816,1.619846,2.0,0.010812,0.002472,0.002087,0.000837,3.994992,0.010812,0.002143,0.001852,0.001284,4.677501,0.0
0.0154,1.044805,10.340909,10.340909,1.081797,2.0,0.0154,0.00305,0.002995,0.001462,4.122099,0.0154,0.002392,0.002507,0.001921,5.187544,1.0
0.010666,1.036294,7.67423,7.67423,1.945174,2.0,0.010666,0.002095,0.002241,0.000753,3.822718,0.010666,0.001979,0.001895,0.001201,4.581414,0.0
0.010872,1.126828,7.964292,7.964292,1.920026,2.0,0.010872,0.002034,0.002365,0.000778,3.735797,0.010872,0.00215,0.002038,0.001405,4.276563,0.0
0.010234,1.011752,7.16506,7.16506,1.359409,2.0,0.010234,0.002423,0.00225,0.000875,3.469761,0.010234,0.002336,0.001985,0.001503,3.977504,0.0
0.0108218378573312,1.004873715060802,8.005428711339363,8.005428711339363,1.1432775440730505,3.0,0.0108218378573312,0.0021641856568795,0.0023789917914266,0.0008274641200894,3.637681538078713,0.0108218378573312,0.0018720930660399,0.0019242090475519,0.0011531700650553,4.648713241126447,1.0
0.011356,1.160385,8.212799,8.212799,1.122851,2.0,0.011356,0.002655,0.002101,0.000917,4.139094,0.011356,0.002198,0.0018,0.001292,5.084183,0.0
0.013014,1.028313,8.926714,8.926714,1.318699,2.0,0.013014,0.002155,0.002308,0.000798,4.703639,0.013014,0.002001,0.001945,0.001246,5.659641,1.0
0.008864,1.076157,6.633624,6.633624,1.370236,2.0,0.008864,0.002618,0.002112,0.000905,2.955623,0.008864,0.002117,0.00179,0.001229,3.767897,0.0
0.009013,1.014091,6.697815,6.697815,0.953378,2.0,0.009013,0.001625,0.001576,0.00041,4.685606,0.009013,0.001434,0.001282,0.000592,5.90687,0.0
0.010659,1.201583,7.952087,7.952087,0.895352,2.0,0.010659,0.002518,0.00208,0.000853,3.913078,0.010659,0.001796,0.001721,0.00099,5.145554,0.0
0.009573,1.023378,7.162337,7.162337,1.383431,2.0,0.009573,0.002586,0.002037,0.000867,3.428009,0.009573,0.002127,0.001692,0.001181,4.398878,0.0
0.00933,1.134134,6.948914,6.948914,1.414214,2.0,0.00933,0.00201,0.001929,0.000621,3.792136,0.00933,0.001829,0.001587,0.000938,4.724282,0.0
0.017738,1.098111,11.593589,11.593589,1.139742,4.0,0.017738,0.005624,0.003993,0.003806,3.032748,0.017738,0.004163,0.003509,0.004743,3.867431,1.0
0.010822,1.134861,6.973671,6.973671,1.180238,2.0,0.010822,0.002828,0.002261,0.001049,3.534292,0.010822,0.002449,0.001939,0.001561,4.314967,0.0
0.013263,1.098062,9.40187,9.40187,1.423362,2.0,0.013263,0.002971,0.002711,0.001294,3.794642,0.013263,0.002632,0.002249,0.001918,4.725155,1.0
0.009137,1.245907,6.834017,6.834017,1.369973,3.0,0.009137,0.002644,0.001928,0.000857,3.365602,0.009137,0.001996,0.001711,0.001106,4.17029,0.0
0.015919,1.056878,10.005842,10.005842,1.250277,3.0,0.015919,0.003591,0.003113,0.001807,3.958199,0.015919,0.002706,0.002511,0.002181,5.25919,1.0
0.015051,1.069767,10.926851,10.926851,1.218383,2.0,0.015051,0.003364,0.002931,0.001593,3.985663,0.015051,0.002783,0.002527,0.002261,4.852159,1.0
0.011179,1.201441,8.285039,8.285039,1.49528,2.0,0.011179,0.002334,0.002077,0.000781,4.25628,0.011179,0.001884,0.001805,0.001089,5.146945,0.0
0.0132439824405089,1.0710805178215124,9.466919450312597,9.466919450312597,1.3810312403003682,2.0,0.0132439824405089,0.0026189870632198,0.0027331864627654,0.0011463521182045,3.885980536434449,0.0132439824405089,0.0023178984844185,0.0023956039636366,0.0017778514775458,4.558986015991963,1.0
0.009066,1.033553,6.799477,6.799477,1.395221,2.0,0.009066,0.002326,0.001877,0.000715,3.588299,0.009066,0.002003,0.001606,0.001054,4.394551,0.0
0.009137,1.059383,6.808299,6.808299,1.235691,2.0,0.009137,0.00192,0.00194,0.000596,3.718593,0.009137,0.00179,0.001649,0.000948,4.453604,0.0
0.01677,1.004088,11.653848,11.653848,1.449481,2.0,0.01677,0.004237,0.003786,0.002583,3.309688,0.01677,0.003462,0.003183,0.00354,4.179237,1.0
0.009398,1.005762,7.019543,7.019543,1.31605,2.0,0.009398,0.002304,0.001834,0.000694,3.865959,0.009398,0.002007,0.001563,0.001035,4.725962,0.0
0.014695,1.07258,10.325106,10.325106,1.477035,3.0,0.014695,0.003528,0.003497,0.001974,3.192308,0.014695,0.002938,0.002788,0.002625,4.214913,1.0
0.010745186469969,1.0094756912705851,7.953437234176661,7.953437234176661,1.1167159003529974,4.0,0.010745186469969,0.0033896704281633,0.0026414622877697,0.0014773750903419,2.783584112382529,0.010745186469969,0.0027344955827389,0.0023271640127161,0.002062905349456,3.440776012118033,1.0
