peak,psr,pnr,ratio_peak_to_median,periodic_sum,fwhm,w_peak_80,w_mean_80,w_std_80,w_energy_80,sharpness_80,w_peak_160,w_mean_160,w_std_160,w_energy_160,sharpness_160,label
0.0122905872343133,1.1754520206373964,9.19179900851439,9.19179900851439,1.1919848183663473,2.0,0.0122905872343133,0.0026909490786565,0.0025207664269606,0.0010876376258571,3.806711856032925,0.0122905872343133,0.0024802559771211,0.0020961892746132,0.0016873086699278,4.677847334023382,1.0
0.012178,1.03035,8.409491,8.409491,1.424055,3.0,0.012178,0.003329,0.002696,0.001468,3.281531,0.012178,0.002911,0.002238,0.002157,4.138929,1.0
0.010002,1.152871,7.515415,7.515415,0.99684,2.0,0.010002,0.002645,0.001812,0.000822,4.058547,0.010002,0.002162,0.001647,0.001182,4.758586,0.0
0.014781,1.065597,10.831134,10.831134,1.205561,2.0,0.014781,0.002849,0.00277,0.001263,4.306281,0.014781,0.001986,0.002297,0.001475,5.5686,1.0
0.01317,1.023988,8.587203,8.587203,1.088035,3.0,0.01317,0.003053,0.002311,0.001173,4.375025,0.01317,0.002644,0.002,0.001759,5.260105,1.0
0.009481,1.100207,7.025524,7.025524,1.226841,2.0,0.009481,0.001854,0.001818,0.000539,4.192368,0.009481,0.00171,0.001522,0.000838,5.102993,0.0
0.011376,1.052654,7.401229,7.401229,2.140821,2.0,0.011376,0.00215,0.002192,0.000754,4.207863,0.011376,0.002154,0.002044,0.001411,4.509087,0.0
0.009297,1.065477,6.977123,6.977123,0.984955,2.0,0.009297,0.001945,0.00183,0.000571,4.014661,0.009297,0.001595,0.001505,0.00077,5.112449,0.0
0.014412,1.165394,10.158783,10.158783,1.291718,2.0,0.014412,0.002652,0.002787,0.001184,4.217859,0.014412,0.002307,0.002306,0.001702,5.247874,1.0
0.010139,1.062397,6.938394,6.938394,1.753124,2.0,0.010139,0.002126,0.002091,0.000711,3.830653,0.010139,0.001864,0.001813,0.001082,4.56221,0.0
0.016761,1.099286,11.59098,11.59098,1.167309,3.0,0.016761,0.004297,0.003774,0.002616,3.301859,0.016761,0.003321,0.003066,0.003269,4.381947,1.0
0.009178,1.079104,6.827937,6.827937,1.449206,2.0,0.009178,0.002307,0.001802,0.000686,3.809842,0.009178,0.002151,0.00155,0.001125,4.530567,0.0
0.010873,1.112407,6.974339,6.974339,1.380378,3.0,0.010873,0.002866,0.002391,0.001114,3.347413,0.010873,0.002667,0.002135,0.001868,3.841155,0.0
0.0117170908180371,1.178294988559905,8.584026833206115,8.584026833206115,1.0057337853582684,3.0,0.0117170908180371,0.0029305537956908,0.002624138220134,0.0012379397558244,3.3470759577366604,0.0117170908180371,0.0024514708202029,0.0022096627933427,0.0017427710148144,4.191331226877679,1.0
0.020003,1.141608,13.209013,13.209013,1.088495,3.0,0.020003,0.004434,0.004369,0.0031,3.562363,0.020003,0.003551,0.003626,0.004121,4.536292,1.0
0.010451,1.071928,7.781413,7.781413,1.008137,2.0,0.010451,0.002269,0.002106,0.000767,3.883189,0.010451,0.002073,0.00177,0.001189,4.73048,0.0
0.011553,1.079254,8.260756,8.260756,1.149259,2.0,0.011553,0.003055,0.00249,0.001243,3.411113,0.011553,0.002546,0.002111,0.00175,4.264745,1.0
0.020384,1.07335,14.082709,14.082709,1.291801,2.0,0.020384,0.004193,0.004065,0.002728,3.98203,0.020384,0.003272,0.003414,0.003577,5.011383,1.0
0.011457,1.063499,8.040222,8.040222,0.939382,2.0,0.011457,0.001823,0.001959,0.000573,4.914998,0.011457,0.001548,0.00159,0.000788,6.226901,1.0
0.017971,1.142739,11.72745,11.72745,1.38854,3.0,0.017971,0.004659,0.003671,0.002815,3.625202,0.017971,0.003424,0.003107,0.003421,4.68065,1.0
0.010853,1.071486,8.047382,8.047382,1.298674,2.0,0.010853,0.002433,0.002335,0.00091,3.604836,0.010853,0.002094,0.002021,0.001355,4.33197,0.0
0.011463,1.093574,7.499399,7.499399,1.303372,2.0,0.011463,0.002225,0.002046,0.000731,4.512031,0.011463,0.002163,0.001939,0.00135,4.794415,0.0
0.011195,1.004183,8.354847,8.354847,1.195968,2.0,0.011195,0.002962,0.002585,0.001237,3.183608,0.011195,0.002736,0.002411,0.002127,3.507703,0.0
0.009459,1.022846,7.100976,7.100976,1.174704,2.0,0.009459,0.001967,0.001954,0.000615,3.83164,0.009459,0.001718,0.001565,0.000864,4.943031,0.0
0.018057,1.004878,12.210108,12.210108,1.363338,2.0,0.018057,0.003905,0.004206,0.002635,3.364263,0.018057,0.003418,0.003336,0.00365,4.38689,1.0
0.011964,1.036736,8.79866,8.79866,1.796313,2.0,0.011964,0.00251,0.002353,0.000947,4.015954,0.011964,0.001949,0.001893,0.001181,5.28652,1.0
0.010289,1.017642,7.723283,7.723283,1.226259,2.0,0.010289,0.002674,0.00202,0.000898,3.767046,0.010289,0.00234,0.00195,0.001484,4.07389,0.0
0.0146571922454986,1.0399020394750134,10.677269417378032,10.677269417378032,1.2598226959550765,3.0,0.0146571922454986,0.0033711409019358,0.0031519147180099,0.0017039325896249,3.5795612482301187,0.0146571922454986,0.0029583101755773,0.0026550455805028,0.0025281385807155,4.404623985295667,1.0
0.013857,1.010846,9.417627,9.417627,1.158906,2.0,0.013857,0.003645,0.003458,0.00202,2.951946,0.013857,0.002972,0.00276,0.002632,3.941782,1.0
0.011405,1.159191,8.430743,8.430743,0.873221,3.0,0.011405,0.003126,0.002741,0.001383,3.019235,0.011405,0.003001,0.002244,0.002247,3.743559,1.0
0.019841,1.052054,12.661722,12.661722,1.122675,3.0,0.019841,0.003699,0.004059,0.002413,3.975604,0.019841,0.003191,0.003217,0.003285,5.174321,1.0
0.013234,1.055306,9.695547,9.695547,1.371546,4.0,0.013234,0.002818,0.002661,0.001202,3.912983,0.013234,0.00217,0.002173,0.001509,5.088352,1.0
0.021936,1.063713,15.14747,15.14747,1.095545,2.0,0.021936,0.004933,0.004255,0.003395,3.995026,0.021936,0.00381,0.003507,0.004291,5.166295,1.0
0.009991,1.096987,7.445594,7.445594,1.604301,2.0,0.009991,0.002447,0.002051,0.000816,3.675565,0.009991,0.00226,0.001801,0.001336,4.289159,0.0
0.015913,1.053922,11.643124,11.643124,1.289358,2.0,0.015913,0.003305,0.003629,0.001928,3.472841,0.015913,0.003067,0.002909,0.002859,4.414731,1.0
0.0093793560705404,1.1338082307268311,6.994095843772025,6.994095843772025,1.0353150674052474,3.0,0.0093793560705404,0.0023509468384023,0.0020658997270398,0.0007835914175341,3.400459703095433,0.0093793560705404,0.0019647832091586,0.0016662379157375,0.0010618754961333,4.447219434846931,1.0
0.014417,1.040645,9.948263,9.948263,1.039334,2.0,0.014417,0.002752,0.003127,0.001388,3.728622,0.014417,0.002358,0.002475,0.001869,4.870664,1.0
0.009724,1.031961,7.247761,7.247761,1.219743,2.0,0.009724,0.001933,0.001936,0.000599,4.022903,0.009724,0.001605,0.001559,0.000801,5.203542,0.0
0.022071,1.094831,15.789223,15.789223,1.408469,2.0,0.022071,0.003868,0.00422,0.002622,4.312318,0.022071,0.00313,0.00345,0.003472,5.488529,1.0
0.00971,1.166735,7.005954,7.005954,1.357854,3.0,0.00971,0.002356,0.001949,0.000748,3.77239,0.00971,0.002191,0.001692,0.001226,4.440258,0.0
0.0120451657066369,1.0405167536909905,8.89895480536298,8.89895480536298,1.5654421453154146,3.0,0.0120451657066369,0.0028235778823014,0.0028647890806859,0.0012943686827391,3.217818047561414,0.0120451657066369,0.0022294302017548,0.0022985843924297,0.0016406158773788,4.268482399339542,1.0
0.010117,1.164397,7.556447,7.556447,1.198153,2.0,0.010117,0.002226,0.00188,0.000679,4.194067,0.010117,0.001921,0.001517,0.000959,5.397815,0.0
0.018335,1.045036,13.070273,13.070273,1.019551,3.0,0.018335,0.004144,0.004301,0.002854,3.298645,0.018335,0.003325,0.003544,0.003778,4.234511,1.0
0.016622,1.125193,11.002933,11.002933,0.993705,3.0,0.016622,0.002978,0.003387,0.001627,4.027414,0.016622,0.002554,0.00269,0.002201,5.228632,1.0
0.011413,1.004373,7.783935,7.783935,1.183645,2.0,0.011413,0.003028,0.002488,0.001229,3.368673,0.011413,0.002234,0.002085,0.001495,4.399427,1.0
0.01397,1.043676,10.053837,10.053837,1.305051,2.0,0.01397,0.003405,0.003301,0.001799,3.199186,0.01397,0.002894,0.002617,0.002436,4.231059,0.0
0.009396,1.10681,7.066445,7.066445,1.231052,2.0,0.009396,0.002075,0.001842,0.000616,3.972616,0.009396,0.001715,0.001516,0.000839,5.062573,0.0
0.015214,1.029728,11.196247,11.196247,1.140077,3.0,0.015214,0.004119,0.003273,0.002214,3.388742,0.015214,0.003187,0.002699,0.002791,4.454159,1.0
0.009761,1.089798,7.311399,7.311399,1.094791,2.0,0.009761,0.001788,0.001827,0.000523,4.360769,0.009761,0.001568,0.001467,0.000737,5.581718,0.0
0.00892,1.01237,6.688626,6.688626,1.495744,2.0,0.00892,0.002732,0.002244,0.001,2.756182,0.00892,0.002457,0.001859,0.001519,3.474551,0.0
0.009714,1.01879,7.228776,7.228776,1.095733,2.0,0.009714,0.002456,0.00224,0.000884,3.238572,0.009714,0.002016,0.001834,0.001189,4.194324,0.0
0.01849,1.122878,12.677939,12.677939,1.250536,2.0,0.01849,0.003778,0.003578,0.002166,4.111108,0.01849,0.003033,0.00286,0.00278,5.403158,1.0
0.015616,1.062492,11.507996,11.507996,1.118669,2.0,0.015616,0.003717,0.003659,0.002177,3.25088,0.015616,0.003336,0.003107,0.003325,3.951547,1.0
0.009111,1.049503,6.832945,6.832945,1.203908,2.0,0.009111,0.002229,0.001942,0.000699,3.542981,0.009111,0.001978,0.001689,0.001082,4.221442,0.0
0.009366,1.052404,6.99546,6.99546,1.370098,2.0,0.009366,0.001892,0.00197,0.000597,3.791898,0.009366,0.001623,0.001634,0.000849,4.736151,0.0
0.022944,1.057107,15.446283,15.446283,1.105618,2.0,0.022944,0.004406,0.004178,0.002949,4.435975,0.022944,0.003623,0.003414,0.003964,5.658535,1.0
0.010555,1.07027,7.180974,7.180974,1.184263,2.0,0.010555,0.002494,0.002054,0.000835,3.923482,0.010555,0.001993,0.001716,0.001107,4.986513,0.0
0.013219,1.046631,9.63152,9.63152,1.292027,2.0,0.013219,0.002833,0.002602,0.001184,3.990348,0.013219,0.002596,0.002192,0.001847,4.843498,1.0
0.01958,1.014653,13.711612,13.711612,1.154613,2.0,0.01958,0.003977,0.004233,0.002699,3.685057,0.01958,0.003051,0.003476,0.003422,4.754603,1.0
0.014712,1.066403,10.307464,10.307464,0.907189,3.0,0.014712,0.003322,0.003141,0.001672,3.624623,0.014712,0.002832,0.002562,0.002333,4.635576,1.0
0.009174,1.007279,6.851196,6.851196,1.461167,2.0,0.009174,0.002942,0.002269,0.001104,2.745375,0.009174,0.002465,0.001936,0.001571,3.464617,0.0
0.009672,1.031506,6.996129,6.996129,1.591609,2.0,0.009672,0.002028,0.001873,0.00061,4.077872,0.009672,0.001797,0.001523,0.000888,5.165935,0.0
0.011582,1.071641,8.046016,8.046016,1.489523,2.0,0.011582,0.00262,0.002633,0.001104,3.401922,0.011582,0.002067,0.002115,0.0014,4.49612,1.0
0.022011,1.062929,14.926065,14.926065,1.051505,2.0,0.022011,0.004174,0.003947,0.00264,4.518393,0.022011,0.003263,0.003183,0.003324,5.88844,1.0
0.018636,1.138779,10.997099,10.997099,1.299166,3.0,0.018636,0.004563,0.004489,0.003278,3.134424,0.018636,0.003391,0.003656,0.003979,4.168462,1.0
0.009039,1.08478,6.711437,6.711437,1.055098,2.0,0.009039,0.002142,0.001861,0.000644,3.703556,0.009039,0.002049,0.001693,0.00113,4.126451,0.0
0.013855,1.144459,10.325077,10.325077,1.223626,2.0,0.013855,0.003463,0.003357,0.001861,3.094386,0.013855,0.002997,0.002797,0.002689,3.88015,1.0
0.009976,1.259711,7.063353,7.063353,1.077086,2.0,0.009976,0.001932,0.002217,0.000692,3.626313,0.009976,0.001813,0.001788,0.001037,4.562549,0.0
0.009901,1.025992,6.625577,6.625577,1.050672,2.0,0.009901,0.002105,0.001966,0.000664,3.963661,0.009901,0.001786,0.001583,0.000911,5.124189,0.0
0.011058,1.129332,8.244779,8.244779,0.816255,2.0,0.011058,0.002778,0.002345,0.001057,3.529292,0.011058,0.002502,0.002025,0.001658,4.222133,0.0
0.012931,1.002939,8.804132,8.804132,1.176137,3.0,0.012931,0.003229,0.003159,0.001633,3.070175,0.012931,0.002628,0.002575,0.002166,3.999239,1.0
0.015521,1.159727,11.450498,11.450498,1.192103,2.0,0.015521,0.003216,0.002719,0.001419,4.524188,0.015521,0.00272,0.002263,0.002003,5.654318,1.0
0.015046,1.073842,10.123391,10.123391,1.223682,3.0,0.015046,0.004177,0.003433,0.002338,3.16556,0.015046,0.003146,0.002904,0.002933,4.096737,1.0
0.020114,1.189752,13.488533,13.488533,1.118407,3.0,0.020114,0.00441,0.004346,0.003067,3.612319,0.020114,0.003537,0.003571,0.004043,4.640108,1.0
0.010206,1.013366,7.666344,7.666344,1.200013,2.0,0.010206,0.002216,0.002297,0.000815,3.476634,0.010206,0.002178,0.0019,0.001337,4.2231,0.0
0.009347,1.062544,6.968476,6.968476,0.952057,2.0,0.009347,0.001648,0.001607,0.000424,4.788502,0.009347,0.001624,0.001479,0.000772,5.219105,0.0
0.023592,1.01819,14.302636,14.302636,1.280686,2.0,0.023592,0.004448,0.004623,0.003293,4.13976,0.023592,0.003441,0.003721,0.00411,5.413466,1.0
0.01416,1.010373,9.838759,9.838759,0.974004,2.0,0.01416,0.002645,0.002347,0.001,4.904688,0.01416,0.00238,0.002025,0.001562,5.814774,0.0
0.009562,1.157239,7.139138,7.139138,1.572973,2.0,0.009562,0.001919,0.001819,0.000559,4.198388,0.009562,0.001811,0.001553,0.00091,4.98826,0.0
0.017605,1.100348,11.980299,11.980299,1.247051,3.0,0.017605,0.003787,0.004207,0.002563,3.283748,0.017605,0.003055,0.003364,0.003304,4.323907,1.0
0.009931,1.141175,7.414203,7.414203,1.332245,2.0,0.009931,0.002337,0.001713,0.000672,4.430299,0.009931,0.00207,0.001498,0.001045,5.242872,0.0
0.01447,1.167795,9.593272,9.593272,1.104249,2.0,0.01447,0.003615,0.003238,0.001885,3.350701,0.01447,0.00286,0.002641,0.002425,4.39453,1.0
0.016099,1.018326,10.374006,10.374006,1.002147,2.0,0.016099,0.003143,0.003328,0.001676,3.891774,0.016099,0.002588,0.002686,0.002226,5.028268,1.0
0.010755,1.246255,7.821869,7.821869,1.730214,2.0,0.010755,0.001998,0.002005,0.000641,4.366488,0.010755,0.001943,0.001755,0.001097,5.017012,0.0
0.009574,1.099051,7.142424,7.142424,1.290117,2.0,0.009574,0.002264,0.001906,0.000701,3.833283,0.009574,0.002053,0.001704,0.001139,4.410342,0.0
0.009901,1.072171,7.341279,7.341279,1.314091,3.0,0.009901,0.002552,0.002084,0.000868,3.524592,0.009901,0.002103,0.001699,0.001169,4.587879,0.0
0.009222,1.125007,6.939614,6.939614,0.900253,3.0,0.009222,0.002206,0.001774,0.000641,3.953763,0.009222,0.001974,0.001529,0.000998,4.736198,0.0
0.012726,1.170065,9.006645,9.006645,1.327838,2.0,0.012726,0.002498,0.002618,0.001048,3.905114,0.012726,0.00194,0.002067,0.001286,5.214815,1.0
0.021286,1.057095,14.690661,14.690661,1.188162,2.0,0.021286,0.004313,0.003889,0.002698,4.363208,0.021286,0.003555,0.003087,0.003547,5.741311,1.0
0.016011,1.042162,11.553268,11.553268,1.281038,3.0,0.016011,0.003428,0.003269,0.001795,3.848281,0.016011,0.002494,0.002702,0.002163,5.000691,1.0
0.010802,1.167827,7.64601,7.64601,1.225333,2.0,0.010802,0.002535,0.002059,0.000853,4.012544,0.010802,0.002541,0.001933,0.001631,4.271536,0.0
0.01245,1.006373,8.567224,8.567224,1.868838,2.0,0.01245,0.002503,0.002462,0.000986,4.038912,0.01245,0.0022,0.002043,0.001442,5.014045,0.0
0.0120686500711083,1.0835741374861936,8.761097176619133,8.761097176619133,1.0740739105421158,4.0,0.0120686500711083,0.00281719099145,0.002396549170756,0.0010944010408127,3.858715054732638,0.0120686500711083,0.0022358581706811,0.0020435755510187,0.0014680420467397,4.809209371366984,1.0
0.017436,1.075168,11.268418,11.268418,1.232638,2.0,0.017436,0.003421,0.003634,0.001993,3.855931,0.017436,0.003143,0.003017,0.003037,4.735516,1.0
0.011373,1.044192,8.277079,8.277079,1.049899,2.0,0.011373,0.002332,0.002306,0.000861,3.918684,0.011373,0.001908,0.001873,0.001144,5.050466,1.0
0.012336327969099,1.045318699933914,9.133335705323471,9.133335705323471,1.194706244126105,2.0,0.012336327969099,0.0021083516819789,0.0022060857806962,0.0007449569029354,4.634154402414624,0.012336327969099,0.0018677185142398,0.0018496215360329,0.0011055155639985,5.656807321771595,1.0
0.009544,1.099293,7.119789,7.119789,1.40802,2.0,0.009544,0.002013,0.001766,0.000574,4.26227,0.009544,0.001939,0.00158,0.001001,4.810796,0.0
0.016847,1.137799,11.783428,11.783428,1.097687,3.0,0.016847,0.003529,0.003461,0.001955,3.847221,0.016847,0.002866,0.002775,0.002547,5.03607,1.0
0.012255,1.101243,9.104327,9.104327,1.319865,3.0,0.012255,0.002485,0.00275,0.001099,3.552053,0.012255,0.002182,0.002259,0.001578,4.45704,1.0
0.016636,1.059591,11.827415,11.827415,1.341911,4.0,0.016636,0.004113,0.003944,0.002598,3.174563,0.016636,0.003274,0.003237,0.003392,4.126012,1.0
0.0144865301078229,1.0097585043889572,10.32303442196004,10.32303442196004,1.6410727730821797,2.0,0.0144865301078229,0.0032990176200381,0.0029042276721392,0.0015454444503153,3.8508212609537233,0.0144865301078229,0.0025394584881633,0.0024845877199962,0.0020195240882337,4.806537915981455,1.0
0.020229,1.070444,12.142658,12.142658,0.972586,3.0,0.020229,0.004654,0.004703,0.003503,3.3108,0.020229,0.004022,0.003787,0.004883,4.278312,1.0
0.009078,1.029784,6.697436,6.697436,1.639894,2.0,0.009078,0.002093,0.002278,0.000765,3.065337,0.009078,0.002104,0.001928,0.001303,3.615115,0.0
0.015698,1.083299,11.198572,11.198572,1.45332,2.0,0.015698,0.004241,0.003443,0.002387,3.327279,0.015698,0.003308,0.002979,0.00317,4.158169,1.0
0.010168,1.013801,7.62815,7.62815,1.400352,2.0,0.010168,0.002733,0.002307,0.001023,3.220843,0.010168,0.002502,0.002211,0.001783,3.465526,0.0
0.009086,1.01841,6.805531,6.805531,1.378604,2.0,0.009086,0.001859,0.001784,0.000531,4.049993,0.009086,0.001716,0.00154,0.000851,4.783117,0.0
0.017856,1.071156,12.610755,12.610755,1.257658,2.0,0.017856,0.003952,0.004296,0.002726,3.235578,0.017856,0.0032,0.00352,0.00362,4.163058,1.0
0.010074,1.055855,7.217263,7.217263,1.309847,2.0,0.010074,0.002231,0.002087,0.000747,3.755454,0.010074,0.001929,0.001726,0.001072,4.716375,0.0
0.015106,1.073072,10.388985,10.388985,1.121919,3.0,0.015106,0.003233,0.003174,0.001642,3.739308,0.015106,0.002578,0.002586,0.002133,4.84283,1.0
0.0105651762779452,1.1052506998292522,7.626670471342862,7.626670471342862,0.9543588021145338,3.0,0.0105651762779452,0.0032465310263089,0.002646252881884,0.0014034094415733,2.764618862716133,0.0105651762779452,0.0026033754415454,0.0021621051153158,0.0018323619550906,3.680727663221911,1.0
0.011914,1.169018,8.118872,8.118872,0.946564,3.0,0.011914,0.003116,0.002776,0.001394,3.167888,0.011914,0.002405,0.002265,0.001746,4.197203,1.0
0.017192,1.090461,12.426069,12.426069,1.369557,3.0,0.017192,0.003321,0.003812,0.002045,3.638007,0.017192,0.002984,0.002981,0.002847,4.76465,1.0
0.011281,1.119372,7.866145,7.866145,1.157708,2.0,0.011281,0.00259,0.002093,0.000887,4.150414,0.011281,0.00223,0.00183,0.001331,4.944071,0.0
0.013841,1.153643,9.588595,9.588595,1.230807,3.0,0.013841,0.003273,0.003252,0.001703,3.249129,0.013841,0.002735,0.002672,0.002339,4.155549,1.0
0.020011,1.046255,14.750976,14.750976,1.095756,3.0,0.020011,0.003821,0.004335,0.002672,3.733902,0.020011,0.002851,0.00344,0.003194,4.987063,1.0
0.009729,1.024375,7.352068,7.352068,1.097031,3.0,0.009729,0.003559,0.00231,0.00144,2.67027,0.009729,0.003259,0.002131,0.002427,3.034096,0.0
0.014704,1.030682,9.780683,9.780683,1.220932,2.0,0.014704,0.002481,0.00275,0.001097,4.443632,0.014704,0.002137,0.002175,0.001488,5.775271,1.0
0.01365,1.077012,9.603467,9.603467,1.224042,2.0,0.01365,0.003319,0.003251,0.001727,3.176825,0.01365,0.003031,0.002569,0.002526,4.131556,1.0
0.009839,1.087646,6.898563,6.898563,1.061425,2.0,0.009839,0.001874,0.002022,0.000608,3.936796,0.009839,0.001778,0.001708,0.000973,4.71549,0.0
0.016716,1.090183,11.187654,11.187654,1.120624,2.0,0.016716,0.003524,0.003292,0.001861,4.005712,0.016716,0.002805,0.002634,0.002369,5.279175,1.0
0.009674,1.110165,7.246009,7.246009,1.092083,2.0,0.009674,0.002188,0.001902,0.000673,3.933352,0.009674,0.001689,0.001591,0.000861,5.01698,0.0
0.009845,1.004235,6.758311,6.758311,1.276774,2.0,0.009845,0.002568,0.001836,0.000797,3.960213,0.009845,0.002402,0.001584,0.001324,4.695646,0.0
0.010053,1.079759,6.978281,6.978281,0.782563,2.0,0.010053,0.002153,0.001781,0.000625,4.432891,0.010053,0.002044,0.001557,0.001057,5.139537,0.0
0.011935,1.06975,8.582396,8.582396,1.614876,4.0,0.011935,0.003592,0.002633,0.001587,3.167789,0.011935,0.002762,0.002228,0.002014,4.115254,1.0
0.017248,1.028073,11.021787,11.021787,1.466427,3.0,0.017248,0.004308,0.004418,0.003047,2.928029,0.017248,0.003717,0.003666,0.004361,3.69009,1.0
0.015066,1.002427,11.158664,11.158664,1.340361,3.0,0.015066,0.003313,0.003276,0.001737,3.586242,0.015066,0.00276,0.00267,0.002359,4.608115,1.0
0.012305,1.015577,8.374491,8.374491,1.335512,3.0,0.012305,0.003017,0.002993,0.001445,3.101858,0.012305,0.002545,0.002416,0.00197,4.038234,1.0
0.015466,1.109019,10.902588,10.902588,1.311944,3.0,0.015466,0.003588,0.003648,0.002095,3.255028,0.015466,0.002902,0.002961,0.00275,4.241836,1.0
0.01924,1.032135,13.863395,13.863395,1.352946,3.0,0.01924,0.004826,0.004168,0.003253,3.457125,0.01924,0.003722,0.003646,0.004343,4.255463,1.0
0.013784,1.253852,10.048289,10.048289,1.020879,2.0,0.013784,0.0031,0.002752,0.001375,3.88105,0.013784,0.002465,0.00229,0.001812,4.939399,1.0
0.013972,1.128236,10.122524,10.122524,1.083146,2.0,0.013972,0.002955,0.00292,0.001381,3.771724,0.013972,0.002376,0.00235,0.001787,4.932131,1.0
0.01702,1.015858,10.609919,10.609919,1.321522,3.0,0.01702,0.003893,0.004295,0.002689,3.055175,0.01702,0.003153,0.003439,0.003482,4.031679,1.0
0.009169,1.000877,6.895467,6.895467,1.546231,2.0,0.009169,0.002356,0.001841,0.000715,3.698965,0.009169,0.002057,0.00156,0.001067,4.555081,0.0
0.01112,1.080269,6.943856,6.943856,1.437654,2.0,0.01112,0.002919,0.002435,0.001156,3.365772,0.01112,0.002692,0.002079,0.001851,4.051333,0.0
0.010701,1.075515,7.887487,7.887487,1.956486,2.0,0.010701,0.002713,0.002359,0.001034,3.384873,0.010701,0.002456,0.002039,0.001631,4.041196,1.0
0.015765,1.027487,10.472251,10.472251,1.332391,3.0,0.015765,0.003003,0.003224,0.001553,3.957742,0.015765,0.002547,0.002611,0.002128,5.060938,0.0
0.013835,1.027836,9.723869,9.723869,1.421627,2.0,0.013835,0.002882,0.002586,0.0012,4.233868,0.013835,0.002495,0.002184,0.001759,5.19063,1.0
0.011572,1.018027,8.634896,8.634896,0.952529,2.0,0.011572,0.003407,0.002575,0.001459,3.169815,0.011572,0.002504,0.002298,0.001848,3.944945,0.0
0.011012,1.061088,7.695353,7.695353,1.190265,2.0,0.011012,0.002374,0.002263,0.00086,3.815392,0.011012,0.00231,0.002019,0.001506,4.308347,1.0
0.009903,1.019712,7.235823,7.235823,1.590372,2.0,0.009903,0.002482,0.002328,0.000926,3.186465,0.009903,0.002414,0.002002,0.001574,3.738314,0.0
0.020281,1.047364,12.380525,12.380525,1.378639,3.0,0.020281,0.004604,0.004557,0.003357,3.439447,0.020281,0.003713,0.003702,0.004399,4.473864,1.0
0.021706,1.11763,15.858493,15.858493,1.131579,3.0,0.021706,0.003922,0.004307,0.002714,4.128462,0.021706,0.003353,0.003452,0.003706,5.315061,1.0
0.020477,1.089693,14.490803,14.490803,1.254849,2.0,0.020477,0.003575,0.004206,0.002438,4.017829,0.020477,0.002963,0.003323,0.003172,5.26865,1.0
0.015388,1.003245,11.416099,11.416099,1.083082,3.0,0.015388,0.004473,0.003539,0.002603,3.083402,0.015388,0.003462,0.002976,0.003335,4.005683,1.0
0.009707,1.088375,7.301841,7.301841,1.117178,2.0,0.009707,0.001946,0.001631,0.000516,4.754248,0.009707,0.001612,0.001321,0.000695,6.124039,0.0
0.015308,1.047048,11.141271,11.141271,1.100658,3.0,0.015308,0.003189,0.003113,0.001589,3.891756,0.015308,0.003193,0.002677,0.002778,4.523894,1.0
0.017613,1.109294,11.859042,11.859042,1.296663,3.0,0.017613,0.00369,0.00405,0.002401,3.436821,0.017613,0.003356,0.003259,0.003501,4.373586,1.0
0.012456,1.000078,9.038435,9.038435,0.94842,2.0,0.012456,0.002975,0.002621,0.001258,3.615758,0.012456,0.002794,0.002245,0.002055,4.3024,1.0
0.0137254384906044,1.089450962851895,10.201348677716416,10.201348677716416,1.39783767499059,2.0,0.0137254384906044,0.0024626498518848,0.002880901746713,0.0011491391333762,3.9081098623730863,0.0137254384906044,0.0020533635343483,0.0023365370106539,0.0015481131210155,4.9933219893663,1.0
0.010894,1.108856,7.834734,7.834734,1.325302,2.0,0.010894,0.002369,0.002054,0.000787,4.148028,0.010894,0.002196,0.001815,0.001299,4.788288,0.0
0.009068,1.154582,6.782265,6.782265,1.774782,2.0,0.009068,0.001936,0.001761,0.000548,4.047248,0.009068,0.001872,0.001713,0.00103,4.199394,0.0
0.019273,1.116706,13.562743,13.562743,1.120976,2.0,0.019273,0.004387,0.004022,0.002834,3.700322,0.019273,0.003212,0.0033,0.003393,4.866238,1.0
0.018048,1.144051,13.066207,13.066207,1.078713,3.0,0.018048,0.004126,0.004069,0.002686,3.420796,0.018048,0.003332,0.003439,0.00367,4.277173,1.0
0.016863,1.084037,12.240962,12.240962,1.352809,2.0,0.016863,0.003583,0.003477,0.001994,3.818278,0.016863,0.003131,0.002918,0.002931,4.704658,1.0
0.011187,1.164801,8.025684,8.025684,1.517551,3.0,0.011187,0.003103,0.002659,0.001336,3.039147,0.011187,0.002631,0.002331,0.001977,3.668964,1.0
0.010046,1.165878,7.404275,7.404275,0.941521,2.0,0.010046,0.003308,0.002251,0.001281,2.992489,0.010046,0.002638,0.002055,0.001789,3.603521,0.0
0.011229,1.044988,7.956353,7.956353,1.163803,3.0,0.011229,0.003071,0.002975,0.001463,2.741337,0.011229,0.002708,0.002378,0.002078,3.581199,1.0
0.012031,1.020544,8.281765,8.281765,1.10516,2.0,0.012031,0.002882,0.002493,0.001161,3.669011,0.012031,0.002879,0.002291,0.002166,3.992897,0.0
0.014762,1.094141,10.884391,10.884391,1.026857,2.0,0.014762,0.003333,0.002884,0.001555,3.960633,0.014762,0.002681,0.002384,0.00206,5.064461,1.0
0.018917,1.045552,12.320009,12.320009,0.987988,2.0,0.018917,0.004213,0.004442,0.002998,3.309442,0.018917,0.003073,0.003557,0.003536,4.452348,1.0
